byte,input,output,counter_before,lfsr_before,positions_before,step_mask,center_mask,center_input,center_output,counter_after,lfsr_after,positions_after
813,1e,de,000000000000032d,623919f98a4eef4e,db58a631,04,15,d9,cc,000000000000032e,311c8cfcc52777a7,db58a731
814,d5,bc,000000000000032e,311c8cfcc52777a7,db58a731,07,2d,2d,00,000000000000032f,c08e467e6293bbd3,dc59a831
815,ac,f4,000000000000032f,c08e467e6293bbd3,dc59a831,0e,d7,6f,b8,0000000000000330,b847233f3149dde9,dc5aa932
816,7c,63,0000000000000330,b847233f3149dde9,dc5aa932,0a,05,ad,a8,0000000000000331,8423919f98a4eef4,dc5ba933
817,35,84,0000000000000331,8423919f98a4eef4,dc5ba933,08,3a,d4,ee,0000000000000332,4211c8cfcc52777a,dc5ba934
818,8e,ca,0000000000000332,4211c8cfcc52777a,dc5ba934,01,88,1e,96,0000000000000333,2108e467e6293bbd,dd5ba934
819,47,f7,0000000000000333,2108e467e6293bbd,dd5ba934,0e,c2,89,4b,0000000000000334,c8847233f3149dde,dd5caa35
820,19,4e,0000000000000334,c8847233f3149dde,dd5caa35,0f,94,b1,25,0000000000000335,64423919f98a4eef,de5dab36
821,d0,39,0000000000000335,64423919f98a4eef,de5dab36,0b,27,01,26,0000000000000336,ea211c8cfcc52777,df5eab37
822,ab,3f,0000000000000336,ea211c8cfcc52777,df5eab37,01,49,f0,b9,0000000000000337,ad108e467e6293bb,e05eab37
823,62,72,0000000000000337,ad108e467e6293bb,e05eab37,0b,89,f0,79,0000000000000338,8e8847233f3149dd,e15fab38
824,36,65,0000000000000338,8e8847233f3149dd,e15fab38,01,94,ed,79,0000000000000339,9f4423919f98a4ee,e25fab38
825,8f,41,0000000000000339,9f4423919f98a4ee,e25fab38,0e,51,87,d6,000000000000033a,4fa211c8cfcc5277,e260ac39
826,44,b0,000000000000033a,4fa211c8cfcc5277,e260ac39,0d,97,b0,27,000000000000033b,ffd108e467e6293b,e360ad3a
827,1d,7c,000000000000033b,ffd108e467e6293b,e360ad3a,05,c7,05,c2,000000000000033c,a7e8847233f3149d,e460ae3a
828,d3,3b,000000000000033c,a7e8847233f3149d,e460ae3a,06,2c,10,3c,000000000000033d,8bf4423919f98a4e,e461af3a
829,aa,28,000000000000033d,8bf4423919f98a4e,e461af3a,09,14,93,87,000000000000033e,45fa211c8cfcc527,e561af3b
830,61,d9,000000000000033e,45fa211c8cfcc527,e561af3b,09,96,90,06,000000000000033f,fafd108e467e6293,e661af3c
831,38,33,000000000000033f,fafd108e467e6293,e661af3c,0d,1a,da,c0,0000000000000340,a57e8847233f3149,e761b03d
832,90,b0,0000000000000340,a57e8847233f3149,e761b03d,00,61,96,f7,0000000000000341,8abf4423919f98a4,e761b03d
833,59,ad,0000000000000341,8abf4423919f98a4,e761b03d,02,f2,03,f1,0000000000000342,455fa211c8cfcc52,e762b03d
834,02,a2,0000000000000342,455fa211c8cfcc52,e762b03d,08,c4,93,57,0000000000000343,22afd108e467e629,e762b03e
835,cb,54,0000000000000343,22afd108e467e629,e762b03e,07,45,88,cd,0000000000000344,c957e8847233f314,e863b13e
836,b5,77,0000000000000344,c957e8847233f314,e863b13e,06,c6,37,f1,0000000000000345,64abf4423919f98a,e864b23e
837,7c,09,0000000000000345,64abf4423919f98a,e864b23e,05,19,6f,76,0000000000000346,3255fa211c8cfcc5,e964b33e
838,27,26,0000000000000346,3255fa211c8cfcc5,e964b33e,0e,07,b4,b3,0000000000000347,c12afd108e467e62,e965b43f
839,ee,02,0000000000000347,c12afd108e467e62,e965b43f,09,ae,bf,11,0000000000000348,60957e8847233f31,ea65b440
840,5a,b6,0000000000000348,60957e8847233f31,ea65b440,05,36,f7,c1,0000000000000349,e84abf4423919f98,eb65b540
841,03,b3,0000000000000349,e84abf4423919f98,eb65b540,04,b4,a3,17,000000000000034a,74255fa211c8cfcc,eb65b640
842,c8,df,000000000000034a,74255fa211c8cfcc,eb65b640,08,42,0b,49,000000000000034b,3a12afd108e467e6,eb65b641
843,b1,c6,000000000000034b,3a12afd108e467e6,eb65b641,05,78,e7,9f,000000000000034c,1d0957e8847233f3,ec65b741
844,7f,08,000000000000034c,1d0957e8847233f3,ec65b741,0d,26,c8,ee,000000000000034d,d684abf4423919f9,ed65b842
845,26,1e,000000000000034d,d684abf4423919f9,ed65b842,0d,9b,33,a8,000000000000034e,b34255fa211c8cfc,ee65b943
846,ed,09,000000000000034e,b34255fa211c8cfc,ee65b943,0d,f9,93,6a,000000000000034f,59a12afd108e467e,ef65ba44
847,54,ef,000000000000034f,59a12afd108e467e,ef65ba44,03,0d,d9,d4,0000000000000350,2cd0957e8847233f,f066ba44
848,04,85,0000000000000350,2cd0957e8847233f,f066ba44,00,03,4b,48,0000000000000351,ce684abf4423919f,f066ba44
849,cd,f0,0000000000000351,ce684abf4423919f,f066ba44,0c,b7,2c,9b,0000000000000352,bf34255fa211c8cf,f066bb45
850,b6,51,0000000000000352,bf34255fa211c8cf,f066bb45,01,a8,b0,18,0000000000000353,879a12afd108e467,f166bb45
851,7f,f5,0000000000000353,879a12afd108e467,f166bb45,0c,15,10,05,0000000000000354,9bcd0957e8847233,f166bc46
852,21,c7,0000000000000354,9bcd0957e8847233,f166bc46,0c,ef,ff,10,0000000000000355,95e684abf4423919,f166bd47
853,e8,9d,0000000000000355,95e684abf4423919,f166bd47,08,0e,20,2e,0000000000000356,92f34255fa211c8c,f166bd48
854,53,fd,0000000000000356,92f34255fa211c8c,f166bd48,08,b5,01,b4,0000000000000357,4979a12afd108e46,f166bd49
855,1a,db,0000000000000357,4979a12afd108e46,f166bd49,0a,36,9b,ad,0000000000000358,24bcd0957e884723,f167bd4a
856,ce,88,0000000000000358,24bcd0957e884723,f167bd4a,04,17,38,2f,0000000000000359,ca5e684abf442391,f167be4a
857,b7,ae,0000000000000359,ca5e684abf442391,f167be4a,08,35,70,45,000000000000035a,bd2f34255fa211c8,f167be4b
858,7c,61,000000000000035a,bd2f34255fa211c8,f167be4b,02,6d,94,f9,000000000000035b,5e979a12afd108e4,f168be4b
859,25,c5,000000000000035b,5e979a12afd108e4,f168be4b,0e,26,c7,e1,000000000000035c,2f4bcd0957e88472,f169bf4c
860,eb,28,000000000000035c,2f4bcd0957e88472,f169bf4c,07,b6,07,b1,000000000000035d,17a5e684abf44239,f26ac04c
861,52,54,000000000000035d,17a5e684abf44239,f26ac04c,00,d6,41,97,000000000000035e,d3d2f34255fa211c,f26ac04c
862,19,f1,000000000000035e,d3d2f34255fa211c,f26ac04c,07,fa,4b,b1,000000000000035f,69e979a12afd108e,f36bc14c
863,c0,57,000000000000035f,69e979a12afd108e,f36bc14c,00,81,5d,dc,0000000000000360,34f4bcd0957e8847,f36bc14c
864,b8,82,0000000000000360,34f4bcd0957e8847,f36bc14c,02,2a,8b,a1,0000000000000361,c27a5e684abf4423,f36cc14c
865,71,08,0000000000000361,c27a5e684abf4423,f36cc14c,09,5e,6a,34,0000000000000362,b93d2f34255fa211,f46cc14d
866,2a,d5,0000000000000362,b93d2f34255fa211,f46cc14d,0c,de,95,4b,0000000000000363,849e979a12afd108,f46cc24e
867,e3,46,0000000000000363,849e979a12afd108,f46cc24e,0d,a7,60,c7,0000000000000364,424f4bcd0957e884,f56cc34f
868,5d,a8,0000000000000364,424f4bcd0957e884,f56cc34f,0a,46,1a,5c,0000000000000365,2127a5e684abf442,f56dc350
869,14,bb,0000000000000365,2127a5e684abf442,f56dc350,07,d0,ab,7b,0000000000000366,1093d2f34255fa21,f66ec450
870,cf,a0,0000000000000366,1093d2f34255fa21,f66ec450,0b,a2,52,f0,0000000000000367,d049e979a12afd10,f76fc451
871,86,ea,0000000000000367,d049e979a12afd10,f76fc451,08,73,0f,7c,0000000000000368,6824f4bcd0957e88,f76fc452
872,72,6e,0000000000000368,6824f4bcd0957e88,f76fc452,01,4b,93,d8,0000000000000369,34127a5e684abf44,f86fc452
873,2b,ba,0000000000000369,34127a5e684abf44,f86fc452,00,c0,e9,29,000000000000036a,1a093d2f34255fa2,f86fc452
874,e0,32,000000000000036a,1a093d2f34255fa2,f86fc452,08,98,bf,27,000000000000036b,0d049e979a12afd1,f86fc453
875,59,03,000000000000036b,0d049e979a12afd1,f86fc453,09,3f,b0,8f,000000000000036c,de824f4bcd0957e8,f96fc454
876,17,41,000000000000036c,de824f4bcd0957e8,f96fc454,0d,a4,e7,43,000000000000036d,6f4127a5e684abf4,fa6fc555
877,ce,fb,000000000000036d,6f4127a5e684abf4,fa6fc555,03,5d,6a,37,000000000000036e,37a093d2f34255fa,fb70c555
878,85,53,000000000000036e,37a093d2f34255fa,fb70c555,0e,d9,85,5c,000000000000036f,1bd049e979a12afd,fb71c656
879,7c,c5,000000000000036f,1bd049e979a12afd,fb71c656,09,c0,c2,02,0000000000000370,d5e824f4bcd0957e,fc71c657
880,2c,8d,0000000000000370,d5e824f4bcd0957e,fc71c657,03,30,20,10,0000000000000371,6af4127a5e684abf,fd72c657
881,e5,02,0000000000000371,6af4127a5e684abf,fd72c657,08,a7,ea,4d,0000000000000372,ed7a093d2f34255f,fd72c658
882,5e,6b,0000000000000372,ed7a093d2f34255f,fd72c658,08,a4,b0,14,0000000000000373,aebd049e979a12af,fd72c659
883,17,e0,0000000000000373,aebd049e979a12af,fd72c659,02,29,24,0d,0000000000000374,8f5e824f4bcd0957,fd73c659
884,c9,0d,0000000000000374,8f5e824f4bcd0957,fd73c659,04,95,7b,ee,0000000000000375,9faf4127a5e684ab,fd73c759
885,80,f5,0000000000000375,9faf4127a5e684ab,fd73c759,0e,ad,44,e9,0000000000000376,97d7a093d2f34255,fd74c85a
886,7b,fb,0000000000000376,97d7a093d2f34255,fd74c85a,0a,9b,7d,e6,0000000000000377,93ebd049e979a12a,fd75c85b
887,32,29,0000000000000377,93ebd049e979a12a,fd75c85b,01,04,2a,2e,0000000000000378,49f5e824f4bcd095,fe75c85b
888,e6,9a,0000000000000378,49f5e824f4bcd095,fe75c85b,06,c0,c5,05,0000000000000379,fcfaf4127a5e684a,fe76c95b
889,5f,20,0000000000000379,fcfaf4127a5e684a,fe76c95b,02,23,68,4b,000000000000037a,7e7d7a093d2f3425,fe77c95b
890,14,2d,000000000000037a,7e7d7a093d2f3425,fe77c95b,03,64,11,75,000000000000037b,e73ebd049e979a12,ff78c95b
891,cd,95,000000000000037b,e73ebd049e979a12,ff78c95b,01,6b,ff,94,000000000000037c,739f5e824f4bcd09,0078c95b
892,83,9a,000000000000037c,739f5e824f4bcd09,0078c95b,0b,72,7d,0f,000000000000037d,e1cfaf4127a5e684,0179c95c
893,7a,41,000000000000037d,e1cfaf4127a5e684,0179c95c,0f,3b,1f,24,000000000000037e,70e7d7a093d2f342,027aca5d
894,31,0b,000000000000037e,70e7d7a093d2f342,027aca5d,08,9a,c4,5e,000000000000037f,3873ebd049e979a1,027aca5e
895,e8,23,000000000000037f,3873ebd049e979a1,027aca5e,01,79,9b,e2,0000000000000380,c439f5e824f4bcd0,037aca5e
896,60,d5,0000000000000380,c439f5e824f4bcd0,037aca5e,07,bd,3b,86,0000000000000381,621cfaf4127a5e68,047bcb5e
897,29,45,0000000000000381,621cfaf4127a5e68,047bcb5e,06,c4,67,a3,0000000000000382,310e7d7a093d2f34,047ccc5e
898,f2,17,0000000000000382,310e7d7a093d2f34,047ccc5e,02,5e,4d,13,0000000000000383,18873ebd049e979a,047dcc5e
899,bb,12,0000000000000383,18873ebd049e979a,047dcc5e,04,18,68,70,0000000000000384,0c439f5e824f4bcd,047dcd5e
900,45,39,0000000000000384,0c439f5e824f4bcd,047dcd5e,03,59,21,78,0000000000000385,de21cfaf4127a5e6,057ecd5e
901,0c,97,0000000000000385,de21cfaf4127a5e6,057ecd5e,0b,57,97,c0,0000000000000386,6f10e7d7a093d2f3,067fcd5f
902,d7,50,0000000000000386,6f10e7d7a093d2f3,067fcd5f,01,f4,42,b6,0000000000000387,ef8873ebd049e979,077fcd5f
903,9e,f9,0000000000000387,ef8873ebd049e979,077fcd5f,05,8a,0e,84,0000000000000388,afc439f5e824f4bc,087fce5f
904,2a,8e,0000000000000388,afc439f5e824f4bc,087fce5f,06,b9,0d,b4,0000000000000389,57e21cfaf4127a5e,0880cf5f
905,f3,d3,0000000000000389,57e21cfaf4127a5e,0880cf5f,03,78,3f,47,000000000000038a,2bf10e7d7a093d2f,0981cf5f
906,b8,ad,000000000000038a,2bf10e7d7a093d2f,0981cf5f,02,72,8e,fc,000000000000038b,cdf8873ebd049e97,0982cf5f
907,41,ee,000000000000038b,cdf8873ebd049e97,0982cf5f,05,44,18,5c,000000000000038c,befc439f5e824f4b,0a82d05f
908,0f,5e,000000000000038c,befc439f5e824f4b,0a82d05f,0a,f1,0c,fd,000000000000038d,877e21cfaf4127a5,0a83d060
909,d6,18,000000000000038d,877e21cfaf4127a5,0a83d060,0a,56,fd,ab,000000000000038e,9bbf10e7d7a093d2,0a84d061
910,9d,88,000000000000038e,9bbf10e7d7a093d2,0a84d061,05,97,74,e3,000000000000038f,4ddf8873ebd049e9,0b84d161
911,24,bd,000000000000038f,4ddf8873ebd049e9,0b84d161,09,02,fa,f8,0000000000000390,feefc439f5e824f4,0c84d162
912,f4,d4,0000000000000390,feefc439f5e824f4,0c84d162,0e,35,96,a3,0000000000000391,7f77e21cfaf4127a,0c85d263
913,bd,17,0000000000000391,7f77e21cfaf4127a,0c85d263,06,7e,40,3e,0000000000000392,3fbbf10e7d7a093d,0c86d363
914,46,a9,0000000000000392,3fbbf10e7d7a093d,0c86d363,00,13,2b,38,0000000000000393,c7ddf8873ebd049e,0c86d363
915,0f,26,0000000000000393,c7ddf8873ebd049e,0c86d363,0c,53,b5,e6,0000000000000394,63eefc439f5e824f,0c86d464
916,d1,3d,0000000000000394,63eefc439f5e824f,0c86d464,03,32,ed,df,0000000000000395,e9f77e21cfaf4127,0d87d464
917,98,e9,0000000000000395,e9f77e21cfaf4127,0d87d464,00,65,63,06,0000000000000396,acfbbf10e7d7a093,0d87d464
918,23,f2,0000000000000396,acfbbf10e7d7a093,0d87d464,02,d1,d3,02,0000000000000397,8e7ddf8873ebd049,0d88d464
919,ea,7f,0000000000000397,8e7ddf8873ebd049,0d88d464,01,bf,a2,1d,0000000000000398,9f3eefc439f5e824,0e88d464
920,be,8d,0000000000000398,9f3eefc439f5e824,0e88d464,03,1d,e9,f4,0000000000000399,4f9f77e21cfaf412,0f89d464
921,47,ad,0000000000000399,4f9f77e21cfaf412,0f89d464,04,7e,7e,00,000000000000039a,27cfbbf10e7d7a09,0f89d564
922,0c,b2,000000000000039a,27cfbbf10e7d7a09,0f89d564,09,0d,ec,e1,000000000000039b,cbe7ddf8873ebd04,1089d565
923,d5,75,000000000000039b,cbe7ddf8873ebd04,1089d565,02,95,fe,6b,000000000000039c,65f3eefc439f5e82,108ad565
924,9b,aa,000000000000039c,65f3eefc439f5e82,108ad565,07,74,6a,1e,000000000000039d,32f9f77e21cfaf41,118bd665
925,22,27,000000000000039d,32f9f77e21cfaf41,118bd665,0d,b1,91,20,000000000000039e,c17cfbbf10e7d7a0,128bd766
926,e9,4f,000000000000039e,c17cfbbf10e7d7a0,128bd766,03,87,64,e3,000000000000039f,60be7ddf8873ebd0,138cd766
927,b0,2f,000000000000039f,60be7ddf8873ebd0,138cd766,04,81,f4,75,00000000000003a0,305f3eefc439f5e8,138cd866
928,48,33,00000000000003a0,305f3eefc439f5e8,138cd866,03,34,09,3d,00000000000003a1,182f9f77e21cfaf4,148dd866
929,01,4d,00000000000003a1,182f9f77e21cfaf4,148dd866,04,24,69,4d,00000000000003a2,0c17cfbbf10e7d7a,148dd966
930,da,94,00000000000003a2,0c17cfbbf10e7d7a,148dd966,08,09,e9,e0,00000000000003a3,060be7ddf8873ebd,148dd967
931,93,4c,00000000000003a3,060be7ddf8873ebd,148dd967,03,85,ed,68,00000000000003a4,db05f3eefc439f5e,158ed967
932,2d,47,00000000000003a4,db05f3eefc439f5e,158ed967,04,d4,db,0f,00000000000003a5,6d82f9f77e21cfaf,158eda67
933,e4,5c,00000000000003a5,6d82f9f77e21cfaf,158eda67,06,0a,10,1a,00000000000003a6,eec17cfbbf10e7d7,158fdb67
934,bf,67,00000000000003a6,eec17cfbbf10e7d7,158fdb67,09,26,4d,6b,00000000000003a7,af60be7ddf8873eb,168fdb68
935,76,d8,00000000000003a7,af60be7ddf8873eb,168fdb68,0b,58,1a,42,00000000000003a8,8fb05f3eefc439f5,1790db69
936,02,a3,00000000000003a8,8fb05f3eefc439f5,1790db69,04,8f,f4,7b,00000000000003a9,9fd82f9f77e21cfa,1790dc69
937,db,b9,00000000000003a9,9fd82f9f77e21cfa,1790dc69,00,08,51,59,00000000000003aa,4fec17cfbbf10e7d,1790dc69
938,90,62,00000000000003aa,4fec17cfbbf10e7d,1790dc69,05,51,96,c7,00000000000003ab,fff60be7ddf8873e,1890dd69
939,29,27,00000000000003ab,fff60be7ddf8873e,1890dd69,0f,67,6a,0d,00000000000003ac,7ffb05f3eefc439f,1991de6a
940,e7,4b,00000000000003ac,7ffb05f3eefc439f,1991de6a,0e,76,f5,83,00000000000003ad,e7fd82f9f77e21cf,1992df6b
941,be,70,00000000000003ad,e7fd82f9f77e21cf,1992df6b,0a,cc,c9,05,00000000000003ae,abfec17cfbbf10e7,1993df6c
942,75,76,00000000000003ae,abfec17cfbbf10e7,1993df6c,07,22,ad,8f,00000000000003af,8dff60be7ddf8873,1a94e06c
943,0c,e6,00000000000003af,8dff60be7ddf8873,1a94e06c,0c,f4,7b,8f,00000000000003b0,9effb05f3eefc439,1a94e16d
944,dc,d2,00000000000003b0,9effb05f3eefc439,1a94e16d,00,57,7b,2c,00000000000003b1,977fd82f9f77e21c,1a94e16d
945,95,6c,00000000000003b1,977fd82f9f77e21c,1a94e16d,04,b2,37,85,00000000000003b2,4bbfec17cfbbf10e,1a94e26d
946,2e,7e,00000000000003b2,4bbfec17cfbbf10e,1a94e26d,08,2d,5a,77,00000000000003b3,25dff60be7ddf887,1a94e26e
947,e7,cf,00000000000003b3,25dff60be7ddf887,1a94e26e,0e,60,02,62,00000000000003b4,caeffb05f3eefc43,1a95e36f
948,b9,f2,00000000000003b4,caeffb05f3eefc43,1a95e36f,0f,b7,3c,8b,00000000000003b5,bd77fd82f9f77e21,1b96e470
949,70,48,00000000000003b5,bd77fd82f9f77e21,1b96e470,08,b5,cc,79,00000000000003b6,86bbfec17cfbbf10,1b96e471
950,0b,d1,00000000000003b6,86bbfec17cfbbf10,1b96e471,09,2f,cd,e2,00000000000003b7,435dff60be7ddf88,1c96e472
951,c2,06,00000000000003b7,435dff60be7ddf88,1c96e472,07,2d,be,93,00000000000003b8,21aeffb05f3eefc4,1d97e572
952,96,1b,00000000000003b8,21aeffb05f3eefc4,1d97e572,0b,53,ec,bf,00000000000003b9,10d77fd82f9f77e2,1e98e573
953,2f,09,00000000000003b9,10d77fd82f9f77e2,1e98e573,0c,9f,da,45,00000000000003ba,086bbfec17cfbbf1,1e98e674
954,e4,ea,00000000000003ba,086bbfec17cfbbf1,1e98e674,05,65,b1,d4,00000000000003bb,dc35dff60be7ddf8,1f98e774
955,bd,ce,00000000000003bb,dc35dff60be7ddf8,1f98e774,0f,ff,45,ba,00000000000003bc,6e1aeffb05f3eefc,2099e875
956,73,2e,00000000000003bc,6e1aeffb05f3eefc,2099e875,0b,89,d2,5b,00000000000003bd,370d77fd82f9f77e,219ae876
957,0a,67,00000000000003bd,370d77fd82f9f77e,219ae876,0e,24,82,a6,00000000000003be,1b86bbfec17cfbbf,219be977
958,c1,01,00000000000003be,1b86bbfec17cfbbf,219be977,03,02,a6,a4,00000000000003bf,d5c35dff60be7ddf,229ce977
959,98,0b,00000000000003bf,d5c35dff60be7ddf,229ce977,0c,b1,83,32,00000000000003c0,b2e1aeffb05f3eef,229cea78
960,30,71,00000000000003c0,b2e1aeffb05f3eef,229cea78,00,18,5a,42,00000000000003c1,8170d77fd82f9f77,229cea78
961,f9,7a,00000000000003c1,8170d77fd82f9f77,229cea78,0c,c2,19,db,00000000000003c2,98b86bbfec17cfbb,229ceb79
962,a2,6e,00000000000003c2,98b86bbfec17cfbb,229ceb79,0b,82,51,d3,00000000000003c3,945c35dff60be7dd,239deb7a
963,6b,04,00000000000003c3,945c35dff60be7dd,239deb7a,06,f7,51,a6,00000000000003c4,922e1aeffb05f3ee,239eec7a
964,15,81,00000000000003c4,922e1aeffb05f3ee,239eec7a,0e,1e,37,29,00000000000003c5,49170d77fd82f9f7,239fed7b
965,dc,23,00000000000003c5,49170d77fd82f9f7,239fed7b,07,8b,dc,57,00000000000003c6,fc8b86bbfec17cfb,24a0ee7b
966,87,73,00000000000003c6,fc8b86bbfec17cfb,24a0ee7b,01,a6,4c,ea,00000000000003c7,a645c35dff60be7d,25a0ee7b
967,4e,0a,00000000000003c7,a645c35dff60be7d,25a0ee7b,09,22,d9,fb,00000000000003c8,8b22e1aeffb05f3e,26a0ee7c
968,fa,3f,00000000000003c8,8b22e1aeffb05f3e,26a0ee7c,03,b4,d4,60,00000000000003c9,459170d77fd82f9f,27a1ee7c
969,a3,57,00000000000003c9,459170d77fd82f9f,27a1ee7c,0a,eb,fb,10,00000000000003ca,fac8b86bbfec17cf,27a2ee7d
970,68,af,00000000000003ca,fac8b86bbfec17cf,27a2ee7d,00,99,3c,a5,00000000000003cb,a5645c35dff60be7,27a2ee7d
971,11,4a,00000000000003cb,a5645c35dff60be7,27a2ee7d,0d,11,31,20,00000000000003cc,8ab22e1aeffb05f3,28a2ef7e
972,df,51,00000000000003cc,8ab22e1aeffb05f3,28a2ef7e,02,b4,19,ad,00000000000003cd,9d59170d77fd82f9,28a3ef7e
973,86,ff,00000000000003cd,9d59170d77fd82f9,28a3ef7e,0d,87,84,03,00000000000003ce,96ac8b86bbfec17c,29a3f07f
974,4d,23,00000000000003ce,96ac8b86bbfec17c,29a3f07f,05,de,c5,1b,00000000000003cf,4b5645c35dff60be,2aa3f17f
975,f4,56,00000000000003cf,4b5645c35dff60be,2aa3f17f,05,73,fe,8d,00000000000003d0,25ab22e1aeffb05f,2ba3f27f
976,a4,f0,00000000000003d0,25ab22e1aeffb05f,2ba3f27f,00,9a,a5,3f,00000000000003d1,cad59170d77fd82f,2ba3f27f
977,6d,d8,00000000000003d1,cad59170d77fd82f,2ba3f27f,06,7f,06,79,00000000000003d2,bd6ac8b86bbfec17,2ba4f37f
978,16,dd,00000000000003d2,bd6ac8b86bbfec17,2ba4f37f,02,2a,b1,9b,00000000000003d3,86b5645c35dff60b,2ba5f37f
979,df,84,00000000000003d3,86b5645c35dff60b,2ba5f37f,0e,48,73,3b,00000000000003d4,9b5ab22e1aeffb05,2ba6f480
980,81,31,00000000000003d4,9b5ab22e1aeffb05,2ba6f480,0c,31,d8,e9,00000000000003d5,95ad59170d77fd82,2ba6f581
981,48,b6,00000000000003d5,95ad59170d77fd82,2ba6f581,0d,fa,99,63,00000000000003d6,4ad6ac8b86bbfec1,2ca6f682
982,f3,69,00000000000003d6,4ad6ac8b86bbfec1,2ca6f682,08,69,04,6d,00000000000003d7,fd6b5645c35dff60,2ca6f683
983,ba,81,00000000000003d7,fd6b5645c35dff60,2ca6f683,0f,fb,c6,3d,00000000000003d8,7eb5ab22e1aeffb0,2da7f784
984,6e,a6,00000000000003d8,7eb5ab22e1aeffb0,2da7f784,0d,d0,07,d7,00000000000003d9,3f5ad59170d77fd8,2ea7f885
985,17,e4,00000000000003d9,3f5ad59170d77fd8,2ea7f885,06,2b,b1,9a,00000000000003da,1fad6ac8b86bbfec,2ea8f985
986,dc,ff,00000000000003da,1fad6ac8b86bbfec,2ea8f985,0f,3a,80,ba,00000000000003db,0fd6b5645c35dff6,2fa9fa86
987,85,3f,00000000000003db,0fd6b5645c35dff6,2fa9fa86,06,0d,ae,a3,00000000000003dc,07eb5ab22e1aeffb,2faafb86
988,4b,33,00000000000003dc,07eb5ab22e1aeffb,2faafb86,0d,e5,74,91,00000000000003dd,dbf5ad59170d77fd,30aafc87
989,f2,16,00000000000003dd,dbf5ad59170d77fd,30aafc87,08,e2,91,73,00000000000003de,b5fad6ac8b86bbfe,30aafc88
990,b9,32,00000000000003de,b5fad6ac8b86bbfe,30aafc88,06,90,cf,5f,00000000000003df,5afd6b5645c35dff,30abfd88
991,60,c3,00000000000003df,5afd6b5645c35dff,30abfd88,07,dc,8c,50,00000000000003e0,f57eb5ab22e1aeff,31acfe88
992,18,ba,00000000000003e0,f57eb5ab22e1aeff,31acfe88,0a,7b,e4,9f,00000000000003e1,a2bf5ad59170d77f,31adfe89
993,d1,04,00000000000003e1,a2bf5ad59170d77f,31adfe89,0c,46,c0,86,00000000000003e2,895fad6ac8b86bbf,31adff8a
994,8a,c2,00000000000003e2,895fad6ac8b86bbf,31adff8a,0c,cc,9a,56,00000000000003e3,9cafd6b5645c35df,31ad008b
995,43,09,00000000000003e3,9cafd6b5645c35df,31ad008b,0f,f0,fb,0b,00000000000003e4,9657eb5ab22e1aef,32ae018c
996,fd,b1,00000000000003e4,9657eb5ab22e1aef,32ae018c,09,f6,0e,f8,00000000000003e5,932bf5ad59170d77,33ae018d
997,b4,65,00000000000003e5,932bf5ad59170d77,33ae018d,02,52,c0,92,00000000000003e6,9195fad6ac8b86bb,33af018d
998,6f,6b,00000000000003e6,9195fad6ac8b86bb,33af018d,0c,b4,16,a2,00000000000003e7,90cafd6b5645c35d,33af028e
999,26,6e,00000000000003e7,90cafd6b5645c35d,33af028e,09,68,6e,06,00000000000003e8,90657eb5ab22e1ae,34af028f
1000,d2,e7,00000000000003e8,90657eb5ab22e1ae,34af028f,0b,ec,e6,0a,00000000000003e9,4832bf5ad59170d7,35b00290
1001,8b,6e,00000000000003e9,4832bf5ad59170d7,35b00290,0b,5e,64,3a,00000000000003ea,fc195fad6ac8b86b,36b10291
1002,40,0a,00000000000003ea,fc195fad6ac8b86b,36b10291,01,2f,da,f5,00000000000003eb,a60cafd6b5645c35,37b10291
1003,f9,96,00000000000003eb,a60cafd6b5645c35,37b10291,0f,60,7a,1a,00000000000003ec,8b0657eb5ab22e1a,38b20392
1004,b7,58,00000000000003ec,8b0657eb5ab22e1a,38b20392,08,4d,27,6a,00000000000003ed,45832bf5ad59170d,38b20393
1005,6e,67,00000000000003ed,45832bf5ad59170d,38b20393,02,c1,19,d8,00000000000003ee,fac195fad6ac8b86,38b30393
1006,25,5c,00000000000003ee,fac195fad6ac8b86,38b30393,04,39,3f,06,00000000000003ef,7d60cafd6b5645c3,38b30493
1007,dc,9b,00000000000003ef,7d60cafd6b5645c3,38b30493,03,5c,44,18,00000000000003f0,e6b0657eb5ab22e1,39b40493
1008,8c,f0,00000000000003f0,e6b0657eb5ab22e1,39b40493,04,45,bb,fe,00000000000003f1,ab5832bf5ad59170,39b40593
1009,45,08,00000000000003f1,ab5832bf5ad59170,39b40593,0d,e5,95,70,00000000000003f2,55ac195fad6ac8b8,3ab40694
1010,fe,da,00000000000003f2,55ac195fad6ac8b8,3ab40694,01,c3,74,b7,00000000000003f3,2ad60cafd6b5645c,3bb40694
1011,b7,26,00000000000003f3,2ad60cafd6b5645c,3bb40694,0a,d6,fd,2b,00000000000003f4,156b0657eb5ab22e,3bb50695
1012,69,d3,00000000000003f4,156b0657eb5ab22e,3bb50695,06,98,52,ca,00000000000003f5,0ab5832bf5ad5917,3bb60795
1013,20,3a,00000000000003f5,0ab5832bf5ad5917,3bb60795,06,fa,95,6f,00000000000003f6,dd5ac195fad6ac8b,3bb70895
1014,db,30,00000000000003f6,dd5ac195fad6ac8b,3bb70895,05,1d,b3,ae,00000000000003f7,b6ad60cafd6b5645,3cb70995
